Property,DataType,SchemaLocation,Domain,Fields,Arrayed,Replace,PropertyGroups,Description,Table,ValueType,Vocab
O_GRND_COV_LEVEL_MAX,FieldMeasurement,Profile,,,,,OBSERVATIONS,Maximum  level of flattened groundcover,OBSERVATIONS,INTEGER,
O_GRND_COV_HEIGHT_MIN,FieldMeasurement,Profile,,,,,OBSERVATIONS,Minimum  height of groundcover,OBSERVATIONS,INTEGER,
O_GRND_COV_HEIGHT_MAX,FieldMeasurement,Profile,,,,,OBSERVATIONS,Maximum  height of groundcoveR,OBSERVATIONS,INTEGER,
O_WIND_STATE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Wind erosion state p134,OBSERVATIONS,VARCHAR,
O_WIND_DEG,FieldMeasurement,Profile,,,,,OBSERVATIONS,Wind erosion degree p134,OBSERVATIONS,VARCHAR,
O_WIND_STABILITY,FieldMeasurement,Profile,,,,,OBSERVATIONS,Wind erosion stability from,OBSERVATIONS,VARCHAR,
O_WIND_VISIBILITY,FieldMeasurement,Profile,,,,,OBSERVATIONS,Wind erosion occurring on the day,OBSERVATIONS,VARCHAR,
O_SCALD_DEG,FieldMeasurement,Profile,,,,,OBSERVATIONS,Scald erosion degree p135,OBSERVATIONS,VARCHAR,
O_SHEET_STATE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Sheet erosion state p135,OBSERVATIONS,VARCHAR,
O_SHEET_DEG,FieldMeasurement,Profile,,,,,OBSERVATIONS,Sheet erosion degree p135,OBSERVATIONS,VARCHAR,
O_WAVE_STATE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Wave erosion state p137,OBSERVATIONS,VARCHAR,
O_WAVE_DEG,FieldMeasurement,Profile,,,,,OBSERVATIONS,Wave erosion degree p137,OBSERVATIONS,VARCHAR,
O_RILL_STATE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Rill erosion state p136,OBSERVATIONS,VARCHAR,
O_RILL_DEG,FieldMeasurement,Profile,,,,,OBSERVATIONS,Rill erosion degree p136,OBSERVATIONS,VARCHAR,
O_MASS_STATE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Mass movement erosion state p138,OBSERVATIONS,VARCHAR,
O_MASS_DEG,FieldMeasurement,Profile,,,,,OBSERVATIONS,Mass movement erosion state p138,OBSERVATIONS,VARCHAR,
O_GULLY_STATE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Gully erosion state p137,OBSERVATIONS,VARCHAR,
O_GULLY_DEG,FieldMeasurement,Profile,,,,,OBSERVATIONS,Gully erosion degree p137,OBSERVATIONS,VARCHAR,
O_STBANK_STATE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Stream bank erosion state p137,OBSERVATIONS,VARCHAR,
O_STBANK_DEG,FieldMeasurement,Profile,,,,,OBSERVATIONS,Stream bank erosion degree p137,OBSERVATIONS,VARCHAR,
O_TUNNEL_STATE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Tunnel erosion state p137,OBSERVATIONS,VARCHAR,
O_TUNNEL_DEG,FieldMeasurement,Profile,,,,,OBSERVATIONS,Tunnel erosion degree p137,OBSERVATIONS,VARCHAR,
O_OTHER_ER_STATE,FieldMeasurement,Profile,,,,,OBSERVATIONS,"Other erosion state, p134",OBSERVATIONS,VARCHAR,
O_OTHER_ER_DEG,FieldMeasurement,Profile,,,,,OBSERVATIONS,"Other erosion degree, p134",OBSERVATIONS,VARCHAR,
O_OTHER_ER_TYPE,FieldMeasurement,Profile,,,,,OBSERVATIONS,"Other erosion type, free text, Additional field",OBSERVATIONS,VARCHAR,
O_GULLY_DEPTH,FieldMeasurement,Profile,,,,,OBSERVATIONS,Gully depth p137,OBSERVATIONS,VARCHAR,
O_AGGRADATION,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aggradation p138,OBSERVATIONS,VARCHAR,
O_INUND_FREQ,FieldMeasurement,Profile,,,,,OBSERVATIONS,Inundation frequency p138,OBSERVATIONS,VARCHAR,
O_INUND_DUR,FieldMeasurement,Profile,,,,,OBSERVATIONS,Inundation duration (annual) p139,OBSERVATIONS,VARCHAR,
O_INUND_DEPTH,FieldMeasurement,Profile,,,,,OBSERVATIONS,Inundation depth (annual) p139,OBSERVATIONS,VARCHAR,
O_INUND_RUNON_VEL,FieldMeasurement,Profile,,,,,OBSERVATIONS,Inundation runon velocity p139,OBSERVATIONS,VARCHAR,
O_DEPTH_WATER,FieldMeasurement,Profile,,,,,OBSERVATIONS,Depth to free water (m) p144,OBSERVATIONS,FLOAT,
O_DEPTH_WATER_PREF,FieldMeasurement,Profile,,,,,OBSERVATIONS,"Depth to free water prefix: +,-,0 p144",OBSERVATIONS,VARCHAR,
O_DEPTH_RHORIZON_PF,FieldMeasurement,Profile,,,,,OBSERVATIONS,Depth to R horizon prefix,OBSERVATIONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/depth-to-r-horizon
O_DEPTH_RHORIZON,FieldMeasurement,Profile,,,,,OBSERVATIONS,Depth to R horizon or strongly cemented pan p156,OBSERVATIONS,FLOAT,http://anzsoil.org/def/au/asls/soil-profile/depth-to-r-horizon
O_RUNOFF,FieldMeasurement,Profile,,,,ls:runoff-,OBSERVATIONS,Runoff p144,OBSERVATIONS,VARCHAR,
O_PERMEABILITY,FieldMeasurement,Profile,,,,sp:soil-water-permeability-,OBSERVATIONS,Permeability p200,OBSERVATIONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/soil-water-permeability
O_SB_OBS_TYPE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate type of observation p205,OBSERVATIONS,VARCHAR,
O_SB_DISTANCE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate distance (m) p206,OBSERVATIONS,FLOAT,
O_SB_CONFIDENCE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate confidence p206,OBSERVATIONS,VARCHAR,
O_SB_DEPTH_PF,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate depth prefix,OBSERVATIONS,VARCHAR,
O_SB_DEPTH,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate depth (m) p206,OBSERVATIONS,FLOAT,
O_SB_DEPTH_UNIT,FieldMeasurement,Profile,,,,unit:,OBSERVATIONS,Substrate depth (m) p206,OBSERVATIONS,FLOAT,
O_SB_GRAIN_SIZE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate grain size p206,OBSERVATIONS,VARCHAR,
O_SB_TEXTURE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate texture  p207,OBSERVATIONS,VARCHAR,
O_SB_STRUCTURE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate structure p207,OBSERVATIONS,VARCHAR,
O_SB_POROSITY,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate porosity p208,OBSERVATIONS,VARCHAR,
O_SB_STRENGTH,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate strength p209,OBSERVATIONS,VARCHAR,
O_SB_LITH,FieldMeasurement,Profile,,,,subst:lithology-,OBSERVATIONS,Substrate lithology p209,OBSERVATIONS,VARCHAR,
O_SB_MASS_SPAC_DIS,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate mass spacing of discontinuities p210,OBSERVATIONS,VARCHAR,
O_SB_MASS_ALT,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate mass alteration,OBSERVATIONS,VARCHAR,
O_SB_MASS_STRENGTH,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate mass strength p211,OBSERVATIONS,VARCHAR,
O_SB_MASS_GEN_TYPE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Substrate mass genetic type p216,OBSERVATIONS,VARCHAR,
O_SUBSTRATE_NOTES,FieldMeasurement,Profile,,,,,OBSERVATIONS,Free text substrate notes,OBSERVATIONS,VARCHAR,
O_PPF,FieldMeasurement,Profile,,,,,OBSERVATIONS,Principal profile form,OBSERVATIONS,VARCHAR,
O_GSG,FieldMeasurement,Profile,,,,,OBSERVATIONS,Great soil group,OBSERVATIONS,VARCHAR,
O_CLASSIFICATION,FieldMeasurement,Profile,,,,,OBSERVATIONS,Great soil group,OBSERVATIONS,VARCHAR,
O_CLASSIFICATION_SRC,FieldMeasurement,Profile,,,,,OBSERVATIONS,Great soil group,OBSERVATIONS,VARCHAR,
O_ASC_TECH_REF,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aust soil classification technical reference,OBSERVATIONS,VARCHAR,
O_ASC_CONF,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aust soil classification confidence,OBSERVATIONS,VARCHAR,
O_ASC_ORD,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aust soil classification order p255,OBSERVATIONS,VARCHAR,
O_ASC_SUBORD,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aust soil classification suborder,OBSERVATIONS,VARCHAR,
O_ASC_GG,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aust soil classification great soil group,OBSERVATIONS,VARCHAR,
O_ASC_SUBG,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aust soil classification subgroup,OBSERVATIONS,VARCHAR,
O_ASC_FAM1,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aust soil classification family; likely to be horizon thickness,OBSERVATIONS,VARCHAR,
O_ASC_FAM2,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aust soil classification family; likely to be gravel content,OBSERVATIONS,VARCHAR,
O_ASC_FAM3,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aust soil classification family; likely to be A1 texture,OBSERVATIONS,VARCHAR,
O_ASC_FAM4,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aust soil classification family; likely to be B texture,OBSERVATIONS,VARCHAR,
O_ASC_FAM5,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aust soil classification family; likely to be soil depth,OBSERVATIONS,VARCHAR,
O_ASC_NOTES,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aust soil classification notes,OBSERVATIONS,VARCHAR,
O_UNI_SOIL_CLASS,FieldMeasurement,Profile,,,,,OBSERVATIONS,Unified soil classification,OBSERVATIONS,VARCHAR,
O_SOIL_TAXONOMY,FieldMeasurement,Profile,,,,,OBSERVATIONS,Soil taxonomy p226,OBSERVATIONS,VARCHAR,
O_TAX_UNIT_TYPE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Taxonomic unit type: Soil type-ST soil series-SS soil profile class-SPC,OBSERVATIONS,VARCHAR,
O_TAX_UNIT_NAME,FieldMeasurement,Profile,,,,,OBSERVATIONS,"Taxonomic unit name, free text",OBSERVATIONS,VARCHAR,
O_MAP_UNIT_TYPE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Mapping unit type: Land sys-LS land unit-LU soil landscape-SL soil assoc-SA soil cpx-SC,OBSERVATIONS,VARCHAR,
O_MAP_UNIT_NAME,FieldMeasurement,Profile,,,,,OBSERVATIONS,"Map unit name, free text",OBSERVATIONS,VARCHAR,
O_NOTES,FieldMeasurement,Profile,,,,,OBSERVATIONS,"Free text notes, additional field",OBSERVATIONS,VARCHAR,
OMP_NO,FieldMeasurement,,,,,,OBS_MNG_PRACS,Observation mngt practice number,OBS_MNG_PRACS,INTEGER,
OMP_DATE,FieldMeasurement,,,,,,OBS_MNG_PRACS,Date mngt practice observed ddmmyyyy,OBS_MNG_PRACS,VARCHAR,
OMP_REF,FieldMeasurement,,,,,,OBS_MNG_PRACS,Management practice reference e.g. LUMIS Version 1,OBS_MNG_PRACS,VARCHAR,
OMP_COVER,FieldMeasurement,,,,,,OBS_MNG_PRACS,"Observation mngt practice type, e.g. liming, fertiliser",OBS_MNG_PRACS,VARCHAR,
OFFR_CODE,FieldMeasurement,SiteVisit,,,,,OFFICERS,Officer code p13. Code is unique within each state,OFFICERS,VARCHAR,
OFFR_NAME,FieldMeasurement,SiteVisit,,,,,OFFICERS,Officer name,OFFICERS,VARCHAR,
PAN_NO,FieldMeasurement,Horizons,,,,,PANS,Pan number,PANS,INTEGER,
PAN_CEMENTATION,FieldMeasurement,Horizons,pans,cementation:result,Yes,sp:pans-cementation-,PANS,Pan cementation p192,PANS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/pans-cementation
PAN_TYPE,FieldMeasurement,Horizons,pans,ansisType,Yes,sp:pans-type-,PANS,Type of pan p192,PANS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/pans-type
PAN_CONTINUITY,FieldMeasurement,Horizons,pans,continuity:result,Yes,sp:pans-continuity-,PANS,Continuity of pan p195,PANS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/pans-continuity
PAN_STRUCTURE,FieldMeasurement,Horizons,pans,structure:result,Yes,sp:pans-structure-,PANS,Structure of pan p195,PANS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/pans-structure
PGM_NO,FieldMeasurement,,,,,,PATT_GEOMORPHS,Pattern geomorphology number,PATT_GEOMORPHS,INTEGER,
PGM_MODE,FieldMeasurement,,,,,,PATT_GEOMORPHS,"Pattern, mode of geomorphological activity p52",PATT_GEOMORPHS,VARCHAR,
PGM_AGENT,FieldMeasurement,,,,,,PATT_GEOMORPHS,Pattern geomorphological agent p52,PATT_GEOMORPHS,VARCHAR,
PGM_STAT,FieldMeasurement,,,,,,PATT_GEOMORPHS,Pattern status of geomorphological activity p54,PATT_GEOMORPHS,VARCHAR,
PH_NO,FieldMeasurement,Horizons,,,,,PHS,pH number,PHS,INTEGER,http://anzsoil.org/def/au/asls/soil-profile/field-ph
PH_VALUE,FieldMeasurement,Horizons,,,,,PHS,Field pH value p198,PHS,FLOAT,http://anzsoil.org/def/au/asls/soil-profile/field-ph
PH_DEPTH,FieldMeasurement,Horizons,,,,,PHS,Depth at which pH recorded (m) p198,PHS,FLOAT,http://anzsoil.org/def/au/asls/soil-profile/field-ph
PH_METHOD,FieldMeasurement,Horizons,,,,,PHS,Field pH method,PHS,VARCHAR,
PORE_NO,FieldMeasurement,Horizons,,,,,PORES,Pore number,PORES,INTEGER,
PORE_ABUN,FieldMeasurement,Horizons,pores,abundance:result,No,sp:voids-macropores-abundance-,PORES,Abundance of macropores p184,PORES,VARCHAR,
PORE_DIAMETER,FieldMeasurement,Horizons,pores,diameter:result,No,,PORES,Diameter of macropores p185,PORES,VARCHAR,
PROJ_CODE,FieldMeasurement,SoilSite,,,,,PROJECTS,Project identifier (unique within each agency),PROJECTS,VARCHAR,
PROJ_NAME,FieldMeasurement,SoilSite,,,,,PROJECTS,Name of project,PROJECTS,VARCHAR,
PROJ_MANAGER_CODE,FieldMeasurement,SoilSite,,,,,PROJECTS,Officer code p13,PROJECTS,VARCHAR,
PROJ_BIBLIO_REF,FieldMeasurement,SoilSite,,,,,PROJECTS,Bibliographic reference,PROJECTS,VARCHAR,
PROJ_START_DATE,FieldMeasurement,SoilSite,,,,,PROJECTS,Date of commencement of project ddmmyyyy,PROJECTS,VARCHAR,
PROJ_FINISH_DATE,FieldMeasurement,SoilSite,,,,,PROJECTS,Date of completion of project ddmmyyyy,PROJECTS,VARCHAR,
RO_NO,FieldMeasurement,SoilSite,,,,,ROCK_OUTCROPS,Rock outcrop number,ROCK_OUTCROPS,INTEGER,
RO_ABUN,FieldMeasurement,SoilSite,,,,ls:rock-outcrop-abundance-,ROCK_OUTCROPS,Rock outcrop abundance p143,ROCK_OUTCROPS,VARCHAR,
RO_LITH,FieldMeasurement,SoilSite,,,,subst:lithology-,ROCK_OUTCROPS,Rock outcrop lithology p214,ROCK_OUTCROPS,VARCHAR,
ROOT_NO,FieldMeasurement,Horizons,,,,,ROOTS,Root number,ROOTS,INTEGER,
ROOT_ABUN,FieldMeasurement,Horizons,roots,abundance:result,Yes,sp:roots-abundance-,ROOTS,Root abundance (per 0.01 m2) p199,ROOTS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/roots-abundance
ROOT_SIZE,FieldMeasurement,Horizons,roots,diameter:result,Yes,sp:roots-size-,ROOTS,Root size (diameter) p199,ROOTS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/roots-size
SAMP_NO,FieldMeasurement,,,,,,SAMPLES,Sample number E.g. Hrz 1 = 0-0.4 m Samp 1= 0-0.2 m Samp 2 = 0.2-0.4 m,SAMPLES,INTEGER,
SAMP_UPPER_DEPTH,FieldMeasurement,,,,,,SAMPLES,Sample upper depth (m),SAMPLES,FLOAT,
SAMP_LOWER_DEPTH,FieldMeasurement,,,,,,SAMPLES,Sample lower depth (m),SAMPLES,FLOAT,
SAMP_CONTRIB,FieldMeasurement,,,,,,SAMPLES,Number of contributing samples,SAMPLES,INTEGER,
SAMP_SIZE,FieldMeasurement,,,,,,SAMPLES,Size of final sample,SAMPLES,VARCHAR,
SAMP_NOTES,FieldMeasurement,,,,,,SAMPLES,Free text notes,SAMPLES,VARCHAR,
SEG_NO,FieldMeasurement,Horizons,,,,,SEGREGATIONS,Segregation number,SEGREGATIONS,INTEGER,
SEG_ABUN,FieldMeasurement,Horizons,segregations,abundance:result,Yes,sp:segregations-abundance-,SEGREGATIONS,Segregation abundance p196,SEGREGATIONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/segregations-abundance
SEG_NATURE,FieldMeasurement,Horizons,segregations,material:result,Yes,sp:segregations-nature-,SEGREGATIONS,Segregation nature p196,SEGREGATIONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/segregations-nature
SEG_FORM,FieldMeasurement,Horizons,segregations,shape:result,Yes,sp:segregations-form-,SEGREGATIONS,Segregation form p196,SEGREGATIONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/segregations-form
SEG_SIZE,FieldMeasurement,Horizons,segregations,size:result,Yes,sp:segregations-size-,SEGREGATIONS,Segregation size p197,SEGREGATIONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/segregations-size
SEG_STRENGTH,FieldMeasurement,Horizons,segregations,strength:result,Yes,sp:segregations-strength-,SEGREGATIONS,Segregation strength p197,SEGREGATIONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/segregations-strength
SEG_MAGNETIC_ATTR,FieldMeasurement,Horizons,,,,,SEGREGATIONS,Segregation magnetic attributes p198,SEGREGATIONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/segregations-magnetic
S_ORIG_TECH_REF,FieldMeasurement,SiteVisit,,,,,SITES,Technical reference used,SITES,VARCHAR,
S_MAP_SCALE,FieldMeasurement,SiteVisit,,,,,SITES,Map scale p9,SITES,VARCHAR,
S_MAP_SHEET_NO,FieldMeasurement,SiteVisit,,,,,SITES,Map sheet number,SITES,VARCHAR,
S_MAP_REF_TYPE,FieldMeasurement,SiteVisit,,,,,SITES,Map reference type p8,SITES,VARCHAR,
S_PHOTO_FILM_NO,FieldMeasurement,SiteVisit,,,,,SITES,Air photo film number p10,SITES,VARCHAR,
S_PHOTO_RUN_NO,FieldMeasurement,SiteVisit,,,,,SITES,Air photo run number p10,SITES,VARCHAR,
S_PHOTO_FRAME_NO,FieldMeasurement,SiteVisit,,,,,SITES,Air photo frame number p11,SITES,INTEGER,
S_DESC_BY,FieldMeasurement,SiteVisit,,,,,SITES,Officer code p13,SITES,VARCHAR,
S_DATE_DESC,FieldMeasurement,SiteVisit,,,,,SITES,Date site described p13 ddmmyyyy,SITES,VARCHAR,
S_TYPE,FieldMeasurement,SiteVisit,,,,,SITES,Type of site p13,SITES,VARCHAR,
S_RAINFALL,FieldMeasurement,SiteVisit,,,,,SITES,Annual rainfall (mm) p13,SITES,INTEGER,
S_SLOPE_PF,FieldMeasurement,SiteVisit,,,,,SITES,Slope prefix,SITES,VARCHAR,
S_SLOPE,FieldMeasurement,SiteVisit,,,,,SITES,"Slope value, % p18",SITES,FLOAT,http://anzsoil.org/def/au/asls/landform/slope-value
S_SLOPE_EVAL,FieldMeasurement,SiteVisit,,,,lf:slope-evaluation-,SITES,"Slope, means of evaluation p18",SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/slope-evaluations
S_SLOPE_CLASS,FieldMeasurement,SiteVisit,,,,,SITES,"Slope class, p18",SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/slope-classes
S_SLOPE_UNIT,FieldMeasurement,SiteVisit,,,,unit:,,,,,
S_MORPH_TYPE,FieldMeasurement,SiteVisit,,,,lf:morphological-type-,SITES,Slope morphological type p19,SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/morphological-types
S_ELEM_INC_SLOPE,FieldMeasurement,SiteVisit,,,,,SITES,Relative inclination of slope elements p21,SITES,VARCHAR,
S_ELEM_LENGTH,FieldMeasurement,SiteVisit,,,,,SITES,Length of landform element (m) p27,SITES,FLOAT, http://anzsoil.org/def/au/asls/landform/element-dimension-length
S_ELEM_WIDTH,FieldMeasurement,SiteVisit,,,,,SITES,Width of landform element (m) p27,SITES,FLOAT,http://anzsoil.org/def/au/asls/landform/element-dimension-width
S_ELEM_HEIGHT,FieldMeasurement,SiteVisit,,,,,SITES,Height of landform element (m) p27,SITES,FLOAT,http://anzsoil.org/def/au/asls/landform/element-dimension-height
S_ELEM_HEIGHT_UNIT,FieldMeasurement,SiteVisit,,,,unit:,SITES,Height of landform element (m) p27,SITES,FLOAT,http://anzsoil.org/def/au/asls/landform/element-dimension-height
S_ELEM_LOCATION,FieldMeasurement,SiteVisit,,,,,SITES,Location within landform element p27,SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/location-within-the-landform-element
S_ELEM_TYPE,FieldMeasurement,SiteVisit,,,,lf:landform-element-,SITES,Element type p31,SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/morphological-types
S_RELIEF,FieldMeasurement,SiteVisit,,,,,SITES,Pattern relief (m) p45,SITES,INTEGER,http://anzsoil.org/def/au/asls/landform/relief
S_MODAL_SLOPE,FieldMeasurement,SiteVisit,,,,,SITES,Modal slope p45,SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/modal-slope
S_RELIEF_CLASS,FieldMeasurement,SiteVisit,,,,,SITES,Relief class p48,SITES,VARCHAR,
S_REL_MS_CLASS,FieldMeasurement,SiteVisit,,,,,SITES,Relief/modal slope class p47,SITES,VARCHAR,
S_STRM_CH_SPACING,FieldMeasurement,SiteVisit,,,,,SITES,Stream channel spacing p48,SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/stream-channel-spacing
S_STRM_CH_DEV,FieldMeasurement,SiteVisit,,,,,SITES,Stream channel development p49,SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/stream-channel-development
S_STRM_CH_DTOW,FieldMeasurement,SiteVisit,,,,,SITES,Channel depth relative to width p49,SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/stream-channel-relative-depth-width
S_STRM_CH_MIG,FieldMeasurement,SiteVisit,,,,,SITES,Stream channel migration p50,SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/stream-channel-migration
S_STRM_CH_PATT,FieldMeasurement,SiteVisit,,,,,SITES,Stream-wise channel pattern p50,SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/streamwise-channel-pattern
S_STRM_CH_NET_INT,FieldMeasurement,SiteVisit,,,,,SITES,Stream channel network integration p50,SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/stream-channel-network-integration
S_STRM_CH_DIR_NET,FieldMeasurement,SiteVisit,,,,,SITES,Stream channel network directionality p52,SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/stream-channel-network-directionality
S_PATT_TYPE,FieldMeasurement,SiteVisit,,,,lf:landform-pattern-,SITES,Pattern type p55,SITES,VARCHAR,http://anzsoil.org/def/au/asls/landform/simple-erosional-landform-patterns
S_NOTES,FieldMeasurement,SiteVisit,,,,,SITES,Free text notes,SITES,VARCHAR,
LUSE_NO,FieldMeasurement,,,,,,SITE_MNG_PRCS,Land use number,SITE_MNG_PRCS,INTEGER,
SMP_NO,FieldMeasurement,,,,,,SITE_MNG_PRCS,Site mngt practice number,SITE_MNG_PRCS,INTEGER,
SMP_DATE,FieldMeasurement,,,,,,SITE_MNG_PRCS,Date mngt practice observed,SITE_MNG_PRCS,VARCHAR,
SMP_REF,FieldMeasurement,,,,,,SITE_MNG_PRCS,Management practice reference e.g. LUMIS Version 1,SITE_MNG_PRCS,VARCHAR,
SMP_CODE,FieldMeasurement,,,,,,SITE_MNG_PRCS,"Site mngt practice type, e.g. liming, fertiliser",SITE_MNG_PRCS,VARCHAR,
STRG_NO,FieldMeasurement,Horizons,,,,,STRENGTHS,Strength number,STRENGTHS,INTEGER,
STRG_CLASS,FieldMeasurement,Horizons,consistence,strength:result,Yes,sp:consistence-strength-,STRENGTHS,Strength p187,STRENGTHS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/consistence-strength
STRG_MOISTURE_STAT,FieldMeasurement,Horizons,consistence,moistureStatus,Yes,sp:soil-water-status-,STRENGTHS,Moisture status p187,STRENGTHS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/soil-water-status
STR_NO,FieldMeasurement,Horizons,,,,,STRUCTURES,Structure number,STRUCTURES,INTEGER,
STR_PED_GRADE,FieldMeasurement,Horizons,structures,grade:result,Yes,sp:structure-pedality-grade-,STRUCTURES,Grade of pedality p171,STRUCTURES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/structure-pedality-grade
STR_PED_SIZE,FieldMeasurement,Horizons,structures,size:result,Yes,sp:structure-pedality-size-,STRUCTURES,Size of peds p172,STRUCTURES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/structure-pedality-size
STR_PED_TYPE,FieldMeasurement,Horizons,structures,ansisType,Yes,sp:structure-pedality-type-,STRUCTURES,Type of pedality p173,STRUCTURES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/structure-pedality-type
STR_COMPOUND_PED,FieldMeasurement,Horizons,,,,,STRUCTURES,Compound pedality p180,STRUCTURES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/structure-pedality-compound
STR_CLODS_FRAGS,FieldMeasurement,Horizons,,,,,STRUCTURES,Clods and fragments p181,STRUCTURES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/structure-artificial
SB_NO,FieldMeasurement,SiteVisit,,,,,SUB_MINERAL_COMPS,Substrate number,SUB_MINERAL_COMPS,INTEGER,
SB_MINERAL_COMP,FieldMeasurement,SiteVisit,,,,,SUB_MINERAL_COMPS,Mineral composition p208,SUB_MINERAL_COMPS,VARCHAR,
SCF_NO,FieldMeasurement,SiteVisit,,,,,SURF_COARSE_FRAGS,Surface coarse fragment number,SURF_COARSE_FRAGS,INTEGER,
SCF_ABUN,FieldMeasurement,SiteVisit,,,,ls:coarse-fragments-abundance-,SURF_COARSE_FRAGS,Surface coarse fragment abundance p139,SURF_COARSE_FRAGS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_coarse-fragments-abundance
SCF_SIZE,FieldMeasurement,SiteVisit,,,,ls:coarse-fragments-size-,SURF_COARSE_FRAGS,Surface coarse fragment size p140,SURF_COARSE_FRAGS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_coarse-fragments-size
SCF_SHAPE,FieldMeasurement,SiteVisit,,,,ls:coarse-fragments-shape-,SURF_COARSE_FRAGS,Surface coarse fragment shape p142,SURF_COARSE_FRAGS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_coarse-fragments-shape
SCF_LITH,FieldMeasurement,SiteVisit,,,,subst:lithology-,SURF_COARSE_FRAGS,Surface coarse fragment lithology p214,SURF_COARSE_FRAGS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_coarse-fragments-lithology
SCF_STRENGTH,FieldMeasurement,SiteVisit,,,,,SURF_COARSE_FRAGS,Surface coarse fragment strength p209,SURF_COARSE_FRAGS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_coarse-fragments-strength
