Property,DataType,SchemaLocation,Domain,Fields,Arrayed,Replace,PropertyGroups,Description,Table,ValueType,Vocab
4D1,LaboratoryMeasurement,Lab,,,,,Soil pH,pH of sodium fluoride suspension,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/04D1
4.00E+01,LaboratoryMeasurement,Lab,,,,,Soil pH,pH of hydrogen peroxide extract,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/04
4F1,LaboratoryMeasurement,Lab,,,,,Soil pH,pH change,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/04F1
4G_NR,LaboratoryMeasurement,Lab,,,,,Soil pH,,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/04
4G1,LaboratoryMeasurement,Lab,,,,,Soil pH,Field determination of pH,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/04G1
5_C_B,LaboratoryMeasurement,Lab,,,,,Soluble chloride,Water soluble Chloride - Method recorded as B,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/05
5_NR,LaboratoryMeasurement,Lab,,,,,Soluble chloride,Water soluble Chloride - Cl(%) - Not recordede,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/05
503.01a,LaboratoryMeasurement,Lab,,,,,DENSITY,Bulk Density of small intact soil core (see report ERA2004-01),LAB_METHODS,FLOAT,
503.05a,LaboratoryMeasurement,Lab,,,,,DENSITY,Bulk Density fine earth + gravel (see report ERA2004-01),LAB_METHODS,FLOAT,
503.08a,LaboratoryMeasurement,Lab,,,,,DENSITY,Bulk Density fine earth only (see report ERA2004-01),LAB_METHODS,FLOAT,
5A_C_2.5,LaboratoryMeasurement,Lab,,,,,Soluble chloride,Chloride - 1:2.5 soil/water extract,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/05
5A1,LaboratoryMeasurement,Lab,,,,,Soluble chloride,"Chloride - 1:5 soil/water extract, potentiometric titration",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/05A1
5A2,LaboratoryMeasurement,Lab,,,,,Soluble chloride,"Chloride - 1:5 soil/water extract, automated colour",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/05A2
5A2a,LaboratoryMeasurement,Lab,,,,,Soluble chloride,"Chloride - 1:5 soil/water extract, automated colour",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/05A2a
5A2b,LaboratoryMeasurement,Lab,,,,,Soluble chloride,"Chloride - 1:5 soil/water extract, FIA",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/05A2b
5A3a,LaboratoryMeasurement,Lab,,,,,Soluble chloride,"Chloride - 1:5 soil/water extract, ion chromatography (chemical suppression of eluent conductivity)",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/05A3a
5A3b,LaboratoryMeasurement,Lab,,,,,Soluble chloride,"Chloride - 1:5 soil/water extract, ion chromatography (single column with electronic suppression of eluent conductivity)",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/05A3b
5A4,LaboratoryMeasurement,Lab,,,,,Soluble chloride,"Chloride - 1:5 soil/water extract, ICPAES",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/05A4
6_DC,LaboratoryMeasurement,Lab,,,,,Carbon,Organic carbon (%) - Dry combustion,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06
6A1,LaboratoryMeasurement,Lab,,,,,Carbon,Organic carbon - Walkley and Black,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06A1
6A1_UC,LaboratoryMeasurement,Lab,,,,,Carbon,Organic carbon (%) - Uncorrected Walkley and Black method,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06
6B1,LaboratoryMeasurement,Lab,,,,,Carbon,Total organic carbon - Heanes wet oxidation,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06B1
6B2,LaboratoryMeasurement,Lab,,,,,Carbon,"Total organic carbon - high frequency induction furnace, volumetric",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06B2
6B2a,LaboratoryMeasurement,Lab,,,,,Carbon,"Total organic carbon - high frequency induction furnace, volumetric (no soil pretreatment)",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06B2a
6B2b,LaboratoryMeasurement,Lab,,,,,Carbon,"Total organic carbon - high frequency induction furnace, infared/thermal (no soil pretreatment)",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06B2b
6B3,LaboratoryMeasurement,Lab,,,,,Carbon,"Total organic carbon - high frequency induction furnace, infrared",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06B3
6B4,LaboratoryMeasurement,Lab,,,,,Carbon,Total organic carbon - infared diffuse reflectance spectroscopy,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06B4
6B4a,LaboratoryMeasurement,Lab,,,,,Carbon,Total organic carbon - NIR reflectance spectroscopy,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06B4a
6B4b,LaboratoryMeasurement,Lab,,,,,Carbon,Total organic carbon - MIR reflectance spectroscopy,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06B4b
6B4b_MQ01,LaboratoryMeasurement,Lab,,,,,Carbon,Total organic carbon,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06
6B4b_MQ02,LaboratoryMeasurement,Lab,,,,,Carbon,Total organic carbon,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06
6B5,LaboratoryMeasurement,Lab,,,,,Carbon,"Total Organic Carbon, (2)",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06
6C1,LaboratoryMeasurement,Lab,,,,,Carbon,Particulate organic C (POC),LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06C1
6D1,LaboratoryMeasurement,Lab,,,,,Carbon,Pyrophosphate-extractable carbon,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06D1
6.00E+01,LaboratoryMeasurement,Lab,,,,,Carbon,Potassium permanganate oxidisable C (PPOC),LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06
6F1,LaboratoryMeasurement,Lab,,,,,Carbon,Charcoal-C,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06F1
6G1,LaboratoryMeasurement,Lab,,,,,Carbon,"Total organic matter, organic C and carbonate by loss-on-ignition",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/06G1
6Z,LaboratoryMeasurement,Lab,,,,,Carbon,Organic carbon (%) - Not recorded,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07
7_C_B,LaboratoryMeasurement,Lab,,,,,Nitrogen,Total Nitrogen - method description not recorded,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07
7_NR,LaboratoryMeasurement,Lab,,,,,Nitrogen,Total nitrogen (%) - Not recorded,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07
7A1,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Total nitrogen - semimicro Kjeldahl, steam distillation",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07A1
7A2,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Total nitrogen - semimicro Kjeldahl , automated colour",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07A2
7A2a,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Total nitrogen - semimicro Kjeldahl , automated colour, continuous segmented flow",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07A2a
7A2b,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Total nitrogen - semimicro Kjeldahl , automated colour, FIA",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07A2b
7A3,LaboratoryMeasurement,Lab,,,,,Nitrogen,Total nitrogen (where nitrate > 20 mg N kg-1) - steam distillation,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07A3
7A4,LaboratoryMeasurement,Lab,,,,,Nitrogen,Total nitrogen (where nitrate > 20 mg N kg-1) - automated colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07A4
7A5,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Total nitrogen - high frequency induction furnace, thermal conductivity",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07A5
7A6,LaboratoryMeasurement,Lab,,,,,Nitrogen,Total nitrogen - infared diffuse reflectance spectroscopy,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07A6
7A6a,LaboratoryMeasurement,Lab,,,,,Nitrogen,Total nitrogen - NIR reflectance spectroscopy,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07A6a
7A6b,LaboratoryMeasurement,Lab,,,,,Nitrogen,Total nitrogen - MIR reflectance spectroscopy,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07A6b
7A6B_MQ01,LaboratoryMeasurement,Lab,,,,,Nitrogen,Total nitrogen - MIR QLD Calibration 1,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07
7A6B_MQ02,LaboratoryMeasurement,Lab,,,,,Nitrogen,Total nitrogen,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07
7A7,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Total Nitrogen, (3)",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07
7B1,LaboratoryMeasurement,Lab,,,,,Nitrogen,Water soluble nitrate - automated colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07B1
7B1a,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Water soluble nitrate - automated colour, continuous segmented flow",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07B1a
7B1b,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Water soluble nitrate - automated colour, FIA",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07B1b
7B2,LaboratoryMeasurement,Lab,,,,,Nitrogen,Water soluble nitrate - ion chromatography,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07B2
7C_CASO4,LaboratoryMeasurement,Lab,,,,,Nitrogen,CaSO4 extractable nitrate. O'Brien and Fiore (1962),LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07
7C1,LaboratoryMeasurement,Lab,,,,,Nitrogen,Mineral nitrogen with 2M KCl - steam distillation,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07C1
7C1a,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Ammonium-N, in presence or absence of nitrite",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07C1a
7C1b,LaboratoryMeasurement,Lab,,,,,Nitrogen,"(Nitrate+nitrite)-N, in presence of nitrite",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07C1b
7C1c,LaboratoryMeasurement,Lab,,,,,Nitrogen,"(Ammonium+nitrate+nitrite)-N, in presence of nitrite",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07C1c
7C1d,LaboratoryMeasurement,Lab,,,,,Nitrogen,"(Ammonium+nitrate)-N, in presence of nitrite",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07C1d
7C1e,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Nitrate-N, in presence of nitrite",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07C1e
7C1f,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Nitrate-N, in absence of nitrite",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07C1f
7C1g,LaboratoryMeasurement,Lab,,,,,Nitrogen,"(Ammonium+nitrate)-N, in absence of nitrite",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07C1g
7C1h,LaboratoryMeasurement,Lab,,,,,Nitrogen,Nitrite-N,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07C1h
7C2,LaboratoryMeasurement,Lab,,,,,Nitrogen,Mineral nitrogen with 2M KCl - automated colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07C2
7C2_NH4,LaboratoryMeasurement,Lab,,,,,Nitrogen,"NH4-N - 2M KCl extractable,colorimetry",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07
7C2_NO2,LaboratoryMeasurement,Lab,,,,,Nitrogen,"NO2-N - 2M KCl extractable,colorimetry",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07
7C2_NO3,LaboratoryMeasurement,Lab,,,,,Nitrogen,"NO3-N - 2M KCl extractable,colorimetry",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07
7C2a,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Mineral nitrogen with 2M KCl - automated colour, continuous segmented flow",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07C2a
7C2b,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Mineral nitrogen with 2M KCl - automated colour, FIA",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07C2b
7D1,LaboratoryMeasurement,Lab,,,,,Nitrogen,Nitrogen/Sulphur ratio,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07
7D1a,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Potentially mineralisable N, hot KCl extraction - automated colour, continuous segmented flow",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07D1a
7D1b,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Potentially mineralisable N, hot KCl extraction - automated colour, FIA",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07D1b
7D1c,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Potentially mineralisable N, hot KCl extraction - NIR diffuse reflectance spectroscopy",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07D1c
7D2a,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Potentially mineralisable N, anerobic incubation - automated colour, continuous segmented flow",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07D2a
7D2b,LaboratoryMeasurement,Lab,,,,,Nitrogen,"Potentially mineralisable N, anerobic incubation - automated colour, FIA",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/07D2b
8A1,LaboratoryMeasurement,Lab,,,,,Carbon/nitrogen ratio,Total organic carbon/total nitrogen ratio,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/08A1
8B1,LaboratoryMeasurement,Lab,,,,,Carbon/nitrogen ratio,Organic carbon - Walkley and Black/total nitrogen ratio,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/08B1
8C1,LaboratoryMeasurement,Lab,,,,,Carbon/nitrogen ratio,Carbon/Sulphur ratio,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/08
9_NR,LaboratoryMeasurement,Lab,,,,,Phosphorus,Available P (mg/kg) - Not recorded,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/08
9A_HCL,LaboratoryMeasurement,Lab,,,,,Phosphorus,Total element - P(%) - By boiling HCl,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9A_HCLP2O5,LaboratoryMeasurement,Lab,,,,,Phosphorus,Total element - P(%) - By boiling HCl(P2O5),LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9A_HF+,LaboratoryMeasurement,Lab,,,,,Phosphorus,Total element - P(%) - HF/HCl04 Digest,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9A_NR,LaboratoryMeasurement,Lab,,,,,Phosphorus,Total element - P(%) - Not recorded,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9A_S14,LaboratoryMeasurement,Lab,,,,,Phosphorus,,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9A1,LaboratoryMeasurement,Lab,,,,,Phosphorus,Total phosphorus - X-ray fluorescence,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09A1
9A2,LaboratoryMeasurement,Lab,,,,,Phosphorus,Total phosphorus - sodium carbonate fusion,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09A2
9A3,LaboratoryMeasurement,Lab,,,,,Phosphorus,"Total Phosphorus (ppm) - semimicro kjeldahl, automated colour",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9A3a,LaboratoryMeasurement,Lab,,,,,Phosphorus,"Total Phosphorus (ppm) - semimicro kjeldahl, automated colour, FIA/continuous segmented flow",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09A3a
9A3b,LaboratoryMeasurement,Lab,,,,,Phosphorus,"Total Phosphorus (ppm) - semimicro kjeldahl, ICPAES",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09A3b
9B_9C,LaboratoryMeasurement,Lab,,,,,Phosphorus,Available P (mg/kg) - Bicarbonate P - 0.5M NaHCO3 extractable,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9B1,LaboratoryMeasurement,Lab,,,,,Phosphorus,Bicarbonate-extractable phosphorus - manual colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09B1
9B2,LaboratoryMeasurement,Lab,,,,,Phosphorus,Bicarbonate-extractable phosphorus - automated colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09B2
9B2_COL,LaboratoryMeasurement,Lab,,,,,Phosphorus,Bicarbonate-extractable phosphorus - automated colour. Based on Colwell (1965). Method no longer recommended,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9BUFF_0,LaboratoryMeasurement,Lab,,,,,Phosphorus,"Buffering Capacity by 0.01M CaCl2, solution of 0 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9BUFF_0.5,LaboratoryMeasurement,Lab,,,,,Phosphorus,"Buffering Capacity by 0.01M CaCl2, solution of 0.5 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9BUFF_1,LaboratoryMeasurement,Lab,,,,,Phosphorus,"Buffering Capacity by 0.01M CaCl2, solution of 1 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9BUFF_2,LaboratoryMeasurement,Lab,,,,,Phosphorus,"Buffering Capacity by 0.01M CaCl2, solution of 2 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9BUFF_4,LaboratoryMeasurement,Lab,,,,,Phosphorus,"Buffering Capacity by 0.01M CaCl2, solution of 4 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9C1,LaboratoryMeasurement,Lab,,,,,Phosphorus,Olsen-extractable phosphorus - manual colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09C1
9C2,LaboratoryMeasurement,Lab,,,,,Phosphorus,Olsen-extractable phosphorus - automated colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09C2
9D1,LaboratoryMeasurement,Lab,,,,,Phosphorus,Lactate-extractable phosphorus - manual colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09D1
9D2,LaboratoryMeasurement,Lab,,,,,Phosphorus,Lactate-extractable phosphorus - automated colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9E,LaboratoryMeasurement,Lab,,,,,Phosphorus,Fluoride-extractable phosphorus (Bray 1-P),LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09E
9.00E+01,LaboratoryMeasurement,Lab,,,,,Phosphorus,Fluoride-extractable phosphorus (Bray 1-P) - manual colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9.00E+02,LaboratoryMeasurement,Lab,,,,,Phosphorus,Fluoride-extractable phosphorus (Bray 1-P) - automated colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9F1,LaboratoryMeasurement,Lab,,,,,Phosphorus,Calcium chloride-extractable phosphorus - manual colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09F1
9F2,LaboratoryMeasurement,Lab,,,,,Phosphorus,Calcium chloride-extractable phosphorus - automated colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09F2
9G_BSES,LaboratoryMeasurement,Lab,,,,,Phosphorus,Available P (mg/kg) - Acid P - 0.005M H2SO4 (BSES),LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9G1,LaboratoryMeasurement,Lab,,,,,Phosphorus,Acid-extractable phosphorus - manual colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09G1
9G2,LaboratoryMeasurement,Lab,,,,,Phosphorus,Acid-extractable phosphorus - automated colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09G2
9H_NR,LaboratoryMeasurement,Lab,,,,,Phosphorus,Posphate retention % - Not recorded,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9H1,LaboratoryMeasurement,Lab,,,,,Phosphorus,Anion storage capacity,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09H1
9I1,LaboratoryMeasurement,Lab,,,,,Phosphorus,Phosphate sorption index,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09I1
9I2,LaboratoryMeasurement,Lab,,,,,Phosphorus,Phosphorus buffer index (Colwell),LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9I2a,LaboratoryMeasurement,Lab,,,,,Phosphorus,P buffer index - PBI (+ColP) - Murphy and Riley,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09I2a
9I2b,LaboratoryMeasurement,Lab,,,,,Phosphorus,P buffer index - PBI (+ColP) - ICPAES,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09I2b
9I2c,LaboratoryMeasurement,Lab,,,,,Phosphorus,P buffer index - PBI (+ColP) - Vanadate,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09I2c
9I3,LaboratoryMeasurement,Lab,,,,,Phosphorus,PBI,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9I3a,LaboratoryMeasurement,Lab,,,,,Phosphorus,P buffer index - PBI (+OlsenP) - Murphy and Riley,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09I3a
9I3b,LaboratoryMeasurement,Lab,,,,,Phosphorus,P buffer index - PBI (+OlsenP) - ICPAES,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09I3b
9I3c,LaboratoryMeasurement,Lab,,,,,Phosphorus,P buffer index - PBI (+OlsenP) - Vanadate,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09I3c
9I4,LaboratoryMeasurement,Lab,,,,,Phosphorus,Phosphorus buffer index (unadjusted),LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9I4a,LaboratoryMeasurement,Lab,,,,,Phosphorus,P buffer index - PBI (unadj) - Murphy and Riley,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09I4a
9I4b,LaboratoryMeasurement,Lab,,,,,Phosphorus,P buffer index - PBI (unadj) - ICPAES,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09I4b
9I4c,LaboratoryMeasurement,Lab,,,,,Phosphorus,P buffer index - PBI (unadj) - Vanadate,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09I4c
9J1,LaboratoryMeasurement,Lab,,,,,Phosphorus,Phosphate sorption curve - manual colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09J1
9J1_EPC,LaboratoryMeasurement,Lab,,,,,Phosphorus,Equilibrium P concentration - manual colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9J1_P,LaboratoryMeasurement,Lab,,,,,Phosphorus,Phosphate sorption curve - manual colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9J1_PBC,LaboratoryMeasurement,Lab,,,,,Phosphorus,Phosphorus buffer capacity - manual colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9J2,LaboratoryMeasurement,Lab,,,,,Phosphorus,Phosphate sorption curve - automated colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09J2
9J2_EPC,LaboratoryMeasurement,Lab,,,,,Phosphorus,Equilibrium P concentration - automated colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9J2_P,LaboratoryMeasurement,Lab,,,,,Phosphorus,Phosphate sorption curve - automated colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9J2_PBC,LaboratoryMeasurement,Lab,,,,,Phosphorus,Phosphorus buffer capacity - automated colour,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09
9K1a,LaboratoryMeasurement,Lab,,,,,Phosphorus,Mehlich 3-P saturation ratio - colorimetric estimate of P,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09K1a
9K1b,LaboratoryMeasurement,Lab,,,,,Phosphorus,Mehlich 3-P saturation ratio - ICPAES estimate of P,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09K1b
9K2,LaboratoryMeasurement,Lab,,,,,Phosphorus,Colwell-P/PBI(+ColP) ratio,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/09K2
9M,LaboratoryMeasurement,Lab,,,,,Phosphorus,Available P (mg/kg) - Mehlich P,LAB_METHODS,FLOAT,
9R1,LaboratoryMeasurement,Lab,,,,,Phosphorus,Resin extractable phosphorus - automated colour (CSIRO Div of Soil Tech Mem 63/1972),LAB_METHODS,FLOAT,
a-23E,LaboratoryMeasurement,Lab,,,,,Unclassified,Peroxide oxidisable S calculated as equalivent acidity units,LAB_METHODS,FLOAT,
a-23Q,LaboratoryMeasurement,Lab,,,,,Unclassified,Excess Acid Neutralising Capacity calculated as equilavent acid neutralising units.,LAB_METHODS,FLOAT,
a-23R,LaboratoryMeasurement,Lab,,,,,Unclassified,Residual acid extractable S after peroxide expressed in equivalent acidity units,LAB_METHODS,FLOAT,
a-23U,LaboratoryMeasurement,Lab,,,,,Unclassified,Magnesium reacted calculated as equilavent acid neutralising units.,LAB_METHODS,FLOAT,
a-23Um,LaboratoryMeasurement,Lab,,,,,Unclassified,Magnesium reacted calculated as equilavent acid neutralising units.- ICPAES,LAB_METHODS,FLOAT,
a-23X,LaboratoryMeasurement,Lab,,,,,Unclassified,Calcium reacted calaulated as equilavent acid neutralising units.,LAB_METHODS,FLOAT,
a-23Xh,LaboratoryMeasurement,Lab,,,,,Unclassified,Calcium reacted calaulated as equilavent acid neutralising units. - ICPAES,LAB_METHODS,FLOAT,
M1a,LaboratoryMeasurement,Lab,,,,,SAR,Sodium absorption ratio (SAR),LAB_METHODS,FLOAT,
MIN_EC,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Exchange Capacity - Minerology,LAB_METHODS,FLOAT,
MIN_NR_K2O,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Kaolin minerals,LAB_METHODS,FLOAT,
P10_1m2m,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10_20_100,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10_20_75,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10_20_75a,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10_75_106,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10_CF_C,LaboratoryMeasurement,Lab,,,,,PSA,Clay (%) - Coventry and Fett pipette method,LAB_METHODS,FLOAT,
P10_CF_CS,LaboratoryMeasurement,Lab,,,,,PSA,Coarse sand (%) - Coventry and Fett pipette method,LAB_METHODS,FLOAT,
